event_id,customer_id,event_type,event_timestamp,device_type,device_id,ip_address,session_id
EVT00000501,C0764,card_block,2024-05-15T00:29:48.000Z,Tablet,iOS App,241.89.236.235,SES002342
EVT00000502,C0440,null,2024-04-20T17:19:20.000Z,Mobile,iPhone 14,173.107.167.56,SES008177
EVT00000503,C0649,login,2024-04-27T22:38:12.000Z,,iPhone 14,55.93.107.209,SES003010
EVT00000504,C0744,card_block,2024-04-17T12:50:46.000Z,Desktop,Chrome Browser,64.12.227.136,SES009854
EVT00000505,C0085,statement_download,2024-05-01T04:34:06.000Z,Mobile,Chrome Browser,128.68.59.252,SES003197
EVT00000506,C0054,logout,2024-04-18T20:21:02.000Z,Mobile,iOS App,28.228.75.214,SES001078
EVT00000507,C0434,statement_download,2024-03-28T07:24:35.000Z,Tablet,Samsung Galaxy S23,121.118.199.230,SES006349
EVT00000508,C0826,beneficiary_add,2024-01-08T20:08:37.000Z,Tablet,iOS App,28.102.156.162,SES000269
EVT00000509,C0497,LOGN,2024-03-04T17:38:26.000Z,Desktop,Chrome Browser,75.16.235.132,SES004578
EVT00000510,C0155,balance_check,2024-05-23T05:32:37.000Z,Desktop,iPhone 14,148.100.100.74,SES005646
EVT00000511,C0955,transfer,2024-06-02T04:54:06.000Z,Tablet,Android App,228.35.124.36,SES008551
EVT00000512,C0023,profile_update,2024-04-10T13:29:06.000Z,,Samsung Galaxy S23,15.202.141.42,SES007884
EVT00000513,C0367,profile_update,2024-05-21T15:29:33.000Z,Tablet,Safari,20.21.241.231,SES002384
EVT00000514,C0143,transfer,2024-01-02T15:29:33.000Z,Desktop,iOS App,61.159.197.128,SES008289
EVT00000515,C0898,null,2024-06-23T18:05:59.000Z,Mobile,,207.104.32.229,SES001474
EVT00000516,C0988,logout,2024-04-01T23:55:13.000Z,Desktop,Samsung Galaxy S23,35.34.184.245,SES009954
EVT00000517,C0934,transfer,2024-06-22T18:46:05.000Z,Desktop,Samsung Galaxy S23,132.209.216.158,SES002969
EVT00000518,C0350,transfer,2024-01-17T10:58:42.000Z,Desktop,,230.52.225.225,SES003407
EVT00000519,C0894,loan_apply,2024-02-16T11:32:58.000Z,Tablet,,34.194.67.73,SES007340
EVT00000520,C0971,beneficiary_add,2024-01-03T14:21:35.000Z,Mobile,iPhone 14,62.126.198.156,SES000240
EVT00000521,C0376,profile_update,2024-03-24T06:16:10.000Z,Desktop,Samsung Galaxy S23,212.32.136.155,SES008520
EVT00000522,C0132,balance_check,2024-02-09T14:47:25.000Z,,Safari,210.179.70.141,SES002769
EVT00000523,C0892,lgout,2024-01-10T10:51:35.000Z,Desktop,Safari,140.162.192.20,SES002853
EVT00000524,C0417,login,2024-01-16T16:10:36.000Z,,Chrome Browser,92.134.7.164,SES008832
EVT00000525,C0686,balance_check,2024-02-20T19:53:23.000Z,,iOS App,31.83.146.241,SES008013
EVT00000526,C0242,beneficiary_add,2024-06-17T06:22:32.000Z,Mobile,Samsung Galaxy S23,218.245.101.184,SES006487
EVT00000527,C0337,404,2024-05-22T09:40:59.000Z,Mobile,,8.235.29.87,SES003852
EVT00000528,C0863,statement_download,2024-02-15T20:40:24.000Z,Desktop,Samsung Galaxy S23,169.117.41.239,SES005968
EVT00000529,C0009,statement_download,2024-05-08T09:32:56.000Z,Desktop,Chrome Browser,184.170.134.11,SES000717
EVT00000530,C0285,ERROR,2024-05-23T14:54:47.000Z,Mobile,Chrome Browser,107.160.196.53,SES009856
EVT00000531,C0615,bill_pay,2024-02-12T00:29:35.000Z,Desktop,Android App,146.180.36.209,SES006494
EVT00000532,C0160,statement_download,2024-04-02T04:19:14.000Z,Desktop,Chrome Browser,201.43.172.125,SES002572
EVT00000533,C0340,logout,2024-06-26T16:28:49.000Z,,,54.82.74.221,SES009174
EVT00000534,C0302,profile_update,2024-06-28T00:49:18.000Z,Desktop,Android App,99.189.129.227,SES007898
EVT00000535,C0909,card_block,2024-06-01T10:55:29.000Z,Desktop,Samsung Galaxy S23,54.161.33.162,SES009111
EVT00000536,C0926,beneficiary_add,2024-02-12T19:29:29.000Z,Tablet,,3.245.231.146,SES007241
EVT00000537,C0042,transfer,2024-02-09T09:36:50.000Z,Desktop,iOS App,125.152.5.109,SES005905
EVT00000538,C0220,beneficiary_add,2024-06-12T03:22:59.000Z,Tablet,Android App,19.166.110.115,SES009405
EVT00000539,C0674,card_block,2024-05-18T10:51:11.000Z,,Safari,29.77.183.248,SES009256
EVT00000540,C0380,logout,2024-03-17T14:57:12.000Z,Mobile,Samsung Galaxy S23,43.63.46.191,SES001816
EVT00000541,C0048,login,2024-05-20T00:37:31.000Z,Tablet,Chrome Browser,81.78.10.225,SES007096
EVT00000542,C0476,profile_update,2024-01-13T03:52:46.000Z,Mobile,,118.129.78.18,SES001113
EVT00000543,C0343,bill_pay,2024-03-23T09:12:57.000Z,,,157.216.247.22,SES004773
EVT00000544,C0603,logout,2024-06-28T15:28:58.000Z,Desktop,,93.242.182.180,SES008576
EVT00000545,C0470,beneficiary_add,2024-01-28T14:03:07.000Z,Tablet,Android App,115.57.121.191,SES001696
EVT00000546,C0060,beneficiary_add,2024-06-25T21:53:06.000Z,,Chrome Browser,223.36.23.178,SES009204
EVT00000547,C0194,bill_pay,2024-04-12T16:33:28.000Z,,iPhone 14,217.224.104.176,SES005914
EVT00000548,C0411,card_block,2024-02-15T15:38:52.000Z,Tablet,Chrome Browser,173.144.172.51,SES006252
EVT00000549,C0869,login,2024-04-05T23:26:49.000Z,,Safari,45.15.208.114,SES007895
EVT00000550,C0274,ERROR,2024-01-04T20:12:32.000Z,,Android App,4.241.83.55,SES007487
EVT00000551,C0626,transfer,2024-02-12T06:34:26.000Z,Desktop,Samsung Galaxy S23,137.97.189.36,SES009154
EVT00000552,C0006,balance_check,2024-05-07T19:02:31.000Z,Desktop,Android App,46.160.83.196,SES002793
EVT00000553,C0599,balance_check,2024-06-09T08:44:32.000Z,Desktop,Chrome Browser,130.242.66.11,SES008828
EVT00000554,C0820,statement_download,2024-02-01T05:43:33.000Z,Desktop,Safari,8.228.130.33,SES000947
EVT00000555,C0615,transfer,2024-02-10T12:30:08.000Z,Desktop,Safari,64.10.42.186,SES009323
EVT00000556,C0354,balance_check,2024-04-07T04:54:22.000Z,Mobile,iOS App,38.18.52.69,SES003672
EVT00000557,C0488,balance_check,2024-04-08T02:16:16.000Z,Tablet,Chrome Browser,23.55.216.140,SES008622
EVT00000558,C0916,logout,2024-03-16T09:02:55.000Z,Mobile,Samsung Galaxy S23,141.68.223.255,SES008459
EVT00000559,C0265,profile_update,2024-03-10T10:47:31.000Z,Tablet,,94.39.159.150,SES004211
EVT00000560,C0133,logout,2024-01-02T10:39:30.000Z,Desktop,,231.156.113.215,SES004558
EVT00000561,C0721,bill_pay,2024-03-20T00:30:21.000Z,,Android App,119.126.74.43,SES007092
EVT00000562,C0486,balance_check,2024-01-08T23:45:01.000Z,Tablet,iPhone 14,13.35.106.177,SES001941
EVT00000563,C0982,loan_apply,2024-03-17T10:47:14.000Z,Desktop,iOS App,98.110.62.78,SES006499
EVT00000564,C0697,logout,2024-01-05T14:42:36.000Z,Mobile,,144.105.133.231,SES005972
EVT00000565,C0104,statement_download,2024-01-28T15:06:40.000Z,Desktop,Samsung Galaxy S23,61.169.220.221,SES006702
EVT00000566,C0752,transfer,2024-01-13T23:49:12.000Z,Tablet,iPhone 14,45.118.233.78,SES004431
EVT00000567,C0366,"""""",2024-05-20T19:49:22.000Z,Desktop,Android App,218.119.145.21,SES000097
EVT00000568,C0018,profile_update,2024-05-22T13:54:30.000Z,Desktop,,230.70.199.203,SES005523
EVT00000569,C0851,404,2024-02-22T13:16:25.000Z,Mobile,,204.41.212.73,SES000267
EVT00000570,C0519,balance_check,2024-04-16T00:16:39.000Z,Tablet,,234.122.72.169,SES007196
EVT00000571,C0966,LOGN,2024-05-19T14:29:37.000Z,Desktop,Android App,158.210.29.21,SES003078
EVT00000572,C0260,loan_apply,2024-06-01T08:59:19.000Z,,,128.15.7.150,SES003333
EVT00000573,C0711,loan_apply,2024-06-07T05:14:28.000Z,Desktop,iOS App,138.154.128.143,SES002485
EVT00000574,C0203,balance_check,2024-06-15T15:14:02.000Z,Mobile,Android App,220.127.96.96,SES005836
EVT00000575,C0138,logout,2024-01-27T02:23:18.000Z,Desktop,,97.104.42.29,SES001744
EVT00000576,C0542,profile_update,2024-06-23T22:06:26.000Z,Tablet,Chrome Browser,13.146.233.143,SES005524
EVT00000577,C0250,card_block,2024-02-13T00:48:07.000Z,Desktop,iPhone 14,221.16.180.20,SES005279
EVT00000578,C0074,unknown,2024-01-12T04:13:14.000Z,Desktop,Safari,24.188.184.157,SES002273
EVT00000579,C0181,balance_check,2024-05-03T12:12:29.000Z,Mobile,iPhone 14,163.218.227.164,SES000574
EVT00000580,C0111,loan_apply,2024-06-25T05:24:24.000Z,Mobile,iOS App,123.251.102.179,SES009973
EVT00000581,C1000,balance_check,2024-06-28T02:27:33.000Z,Mobile,Samsung Galaxy S23,249.53.43.98,SES000804
EVT00000582,C0651,loan_apply,2024-01-10T02:50:29.000Z,,Chrome Browser,212.44.49.127,SES002338
EVT00000583,C0963,logout,2024-03-19T00:21:44.000Z,Mobile,,56.165.223.213,SES009970
EVT00000584,C0620,card_block,2024-03-06T19:34:59.000Z,Tablet,Android App,93.236.161.130,SES002102
EVT00000585,C0140,beneficiary_add,2024-02-26T10:35:03.000Z,Desktop,Safari,102.156.121.81,SES001852
EVT00000586,C0984,statement_download,2024-02-03T16:48:27.000Z,Mobile,Safari,4.47.87.152,SES000098
EVT00000587,C0878,loan_apply,2024-06-16T11:53:02.000Z,Mobile,Safari,124.9.46.207,SES001824
EVT00000588,C0101,login,2024-05-23T21:50:34.000Z,Mobile,,248.65.151.80,SES005717
EVT00000589,C0759,card_block,2024-05-01T07:30:01.000Z,,Chrome Browser,238.24.83.86,SES008602
EVT00000590,C0341,404,2024-01-11T20:18:33.000Z,Tablet,Chrome Browser,27.71.64.243,SES009646
EVT00000591,C0740,transfer,2024-05-06T10:09:44.000Z,,iPhone 14,218.4.25.43,SES000654
EVT00000592,C0400,lgout,2024-06-09T01:48:51.000Z,Tablet,iPhone 14,172.56.199.44,SES002814
EVT00000593,C0659,transfer,2024-06-18T04:37:47.000Z,,Safari,104.232.87.42,SES009781
EVT00000594,C0507,bill_pay,2024-06-02T05:44:01.000Z,Mobile,Chrome Browser,95.121.105.241,SES005856
EVT00000595,C0725,bill_pay,2024-05-22T02:26:12.000Z,Tablet,Android App,248.80.132.252,SES003227
EVT00000596,C0611,null,2024-01-11T21:22:10.000Z,Mobile,,29.25.109.138,SES001535
EVT00000597,C0088,balance_check,2024-02-03T15:45:59.000Z,Tablet,Safari,168.225.254.246,SES001521
EVT00000598,C0711,balance_check,2024-06-22T21:40:05.000Z,Desktop,,67.105.85.91,SES004885
EVT00000599,C0243,transfer,2024-04-18T07:04:59.000Z,Mobile,Chrome Browser,177.69.182.177,SES006161
EVT00000600,C0509,logout,2024-03-15T23:37:38.000Z,Tablet,Android App,142.117.168.242,SES004701
EVT00000601,C0628,logout,2024-03-17T09:02:58.000Z,Tablet,,200.6.19.8,SES006948
EVT00000602,C0840,bill_pay,2024-01-10T06:39:23.000Z,,Android App,156.103.14.141,SES006952
EVT00000603,C0607,logout,2024-05-03T03:14:19.000Z,Desktop,,5.121.232.49,SES004092
EVT00000604,C0127,loan_apply,2024-02-06T12:44:48.000Z,Desktop,,134.66.73.171,SES005385
EVT00000605,C0359,logout,2024-06-24T17:17:05.000Z,Mobile,Safari,206.254.197.37,SES007137
EVT00000606,C0708,profile_update,2024-05-14T12:11:50.000Z,Tablet,Safari,107.128.173.42,SES006113
EVT00000607,C0261,statement_download,2024-05-09T22:30:30.000Z,Mobile,Samsung Galaxy S23,29.136.236.216,SES006694
EVT00000608,C0876,card_block,2024-01-18T10:21:49.000Z,,Safari,0.115.15.0,SES002025
EVT00000609,C0010,balance_check,2024-06-26T02:04:18.000Z,,Android App,32.147.87.100,SES009716
EVT00000610,C0908,statement_download,2024-02-06T19:25:57.000Z,Tablet,Samsung Galaxy S23,49.134.235.88,SES001530
EVT00000611,C0722,transfer,2024-03-14T16:44:45.000Z,Desktop,,247.126.148.197,SES008722
EVT00000612,C0083,bill_pay,2024-04-07T09:29:31.000Z,Desktop,Safari,184.113.158.74,SES008942
EVT00000613,C0740,logout,2024-01-21T21:19:14.000Z,Mobile,Chrome Browser,79.123.185.41,SES001926
EVT00000614,C0165,loan_apply,2024-06-12T04:43:45.000Z,Desktop,Chrome Browser,206.6.34.18,SES006047
EVT00000615,C0511,balance_check,2024-01-16T19:08:41.000Z,Tablet,Android App,22.187.84.67,SES008772
EVT00000616,C0011,ERROR,2024-06-07T04:54:20.000Z,Mobile,iPhone 14,74.95.206.142,SES000017
EVT00000617,C0523,transfer,2024-01-07T18:50:54.000Z,Tablet,Chrome Browser,104.216.229.144,SES005948
EVT00000618,C0634,balance_check,2024-05-03T11:37:18.000Z,,Android App,53.161.150.208,SES001802
EVT00000619,C0566,bill_pay,2024-06-25T18:25:46.000Z,Mobile,iOS App,103.160.47.175,SES002651
EVT00000620,C0407,ERROR,2024-05-20T01:36:20.000Z,,Safari,77.129.78.202,SES006192
EVT00000621,C0043,bill_pay,2024-06-10T00:17:11.000Z,Desktop,iOS App,5.116.46.138,SES003295
EVT00000622,C0259,xfer,2024-05-09T22:50:08.000Z,Mobile,Android App,106.61.114.154,SES000344
EVT00000623,C0035,lgout,2024-05-25T21:40:32.000Z,Desktop,Safari,34.115.99.104,SES001195
EVT00000624,C0138,profile_update,2024-02-05T01:08:53.000Z,Tablet,Safari,244.181.67.229,SES001229
EVT00000625,C0359,profile_update,2024-04-07T03:20:06.000Z,Mobile,Android App,66.80.206.134,SES000320
EVT00000626,C0915,card_block,2024-06-09T13:48:02.000Z,Desktop,Samsung Galaxy S23,92.192.235.86,SES009844
EVT00000627,C0772,profile_update,2024-02-09T21:46:48.000Z,Desktop,,228.219.133.179,SES005992
EVT00000628,C0482,statement_download,2024-06-06T21:18:18.000Z,Mobile,Android App,66.158.48.95,SES002669
EVT00000629,C0249,transfer,2024-04-16T14:27:21.000Z,Tablet,Android App,251.235.87.25,SES000679
EVT00000630,C0556,card_block,2024-03-28T14:12:02.000Z,,iPhone 14,21.228.251.122,SES000599
EVT00000631,C0475,bill_pay,2024-05-01T02:19:29.000Z,,Android App,171.172.71.57,SES002445
EVT00000632,C0624,card_block,2024-02-10T00:45:00.000Z,Desktop,Chrome Browser,118.227.61.156,SES009215
EVT00000633,C0559,loan_apply,2024-01-21T10:06:52.000Z,Desktop,iPhone 14,145.17.178.111,SES004869
EVT00000634,C0413,404,2024-03-17T21:42:48.000Z,Desktop,Safari,234.90.31.132,SES006638
EVT00000635,C0425,balance_check,2024-01-18T10:59:40.000Z,Tablet,Android App,208.6.72.180,SES009491
EVT00000636,C0048,transfer,2024-02-27T05:15:18.000Z,Desktop,iOS App,122.76.247.242,SES001115
EVT00000637,C0145,lgout,2024-01-14T20:48:19.000Z,Mobile,,108.145.65.93,SES008832
EVT00000638,C0172,transfer,2024-03-21T04:13:55.000Z,,Android App,217.253.69.115,SES004938
EVT00000639,C0980,beneficiary_add,2024-05-05T07:42:39.000Z,,Safari,65.249.181.154,SES000269
EVT00000640,C0012,"""""",2024-03-20T12:54:19.000Z,Tablet,iPhone 14,193.183.243.219,SES004143
EVT00000641,C0644,logout,2024-01-28T14:38:40.000Z,Mobile,Android App,179.51.253.0,SES009409
EVT00000642,C0117,balance_check,2024-03-21T00:40:48.000Z,Tablet,,196.237.58.202,SES008044
EVT00000643,C0875,logout,2024-01-12T17:58:06.000Z,Mobile,,23.144.48.124,SES007812
EVT00000644,C0792,bill_pay,2024-03-13T11:21:43.000Z,,iPhone 14,104.214.241.90,SES006230
EVT00000645,C0524,statement_download,2024-05-19T01:26:04.000Z,Mobile,Chrome Browser,103.135.200.87,SES004104
EVT00000646,C0937,profile_update,2024-01-06T21:37:17.000Z,Desktop,Samsung Galaxy S23,175.138.4.205,SES006070
EVT00000647,C0847,ERROR,2024-06-15T02:58:24.000Z,Desktop,Chrome Browser,52.1.89.41,SES007076
EVT00000648,C0703,profile_update,2024-01-22T04:01:45.000Z,Mobile,,219.5.54.24,SES008349
EVT00000649,C0277,card_block,2024-03-28T10:38:58.000Z,Tablet,iOS App,122.166.194.66,SES003281
EVT00000650,C0142,transfer,2024-03-19T00:58:24.000Z,Desktop,iOS App,240.220.174.57,SES006493
EVT00000651,C0085,card_block,2024-02-03T07:01:46.000Z,Desktop,Samsung Galaxy S23,119.215.237.106,SES008525
EVT00000652,C0395,card_block,2024-06-09T19:04:05.000Z,Desktop,iOS App,138.201.148.24,SES005988
EVT00000653,C0955,beneficiary_add,2024-05-24T03:15:35.000Z,Mobile,Safari,177.208.87.7,SES008538
EVT00000654,C0038,statement_download,2024-05-03T07:53:05.000Z,Mobile,iOS App,252.246.9.181,SES009477
EVT00000655,C0278,loan_apply,2024-04-11T08:15:18.000Z,Desktop,Android App,202.27.53.24,SES007189
EVT00000656,C0549,profile_update,2024-06-05T00:21:31.000Z,,iPhone 14,32.180.35.138,SES005073
EVT00000657,C0430,statement_download,2024-01-11T01:34:18.000Z,Desktop,,78.95.39.173,SES004284
EVT00000658,C0055,bill_pay,2024-01-06T09:27:27.000Z,Tablet,Samsung Galaxy S23,111.189.14.246,SES005607
EVT00000659,C0601,balance_check,2024-05-27T19:37:59.000Z,,,133.120.109.42,SES000368
EVT00000660,C0687,LOGN,2024-06-12T05:20:40.000Z,,Android App,123.32.140.161,SES003647
EVT00000661,C0665,loan_apply,2024-04-11T16:12:29.000Z,Mobile,iOS App,153.174.215.231,SES005861
EVT00000662,C0394,beneficiary_add,2024-04-15T21:50:59.000Z,Tablet,iPhone 14,128.107.121.32,SES004678
EVT00000663,C0881,xfer,2024-01-06T09:16:36.000Z,Mobile,Safari,157.79.231.128,SES007514
EVT00000664,C0706,transfer,2024-01-27T05:59:40.000Z,Tablet,Safari,94.194.206.91,SES006064
EVT00000665,C0062,unknown,2024-01-28T22:47:26.000Z,Tablet,iPhone 14,241.229.62.10,SES004114
EVT00000666,C0498,bill_pay,2024-05-11T19:23:10.000Z,Mobile,Chrome Browser,213.186.74.80,SES005462
EVT00000667,C0347,transfer,2024-06-01T00:54:48.000Z,Tablet,Chrome Browser,183.31.37.216,SES008125
EVT00000668,C0852,bill_pay,2024-04-02T11:02:21.000Z,Desktop,iOS App,218.112.23.119,SES004967
EVT00000669,C0334,card_block,2024-06-12T06:00:01.000Z,Mobile,iPhone 14,100.216.104.30,SES007620
EVT00000670,C0612,balance_check,2024-01-25T23:43:09.000Z,Desktop,Android App,28.194.62.90,SES007218
EVT00000671,C0942,statement_download,2024-04-17T22:33:28.000Z,Mobile,Safari,64.250.161.230,SES001739
EVT00000672,C0341,transfer,2024-02-22T09:51:45.000Z,,Samsung Galaxy S23,240.16.159.227,SES008725
EVT00000673,C0248,transfer,2024-02-06T14:37:07.000Z,Tablet,Android App,240.241.151.143,SES002366
EVT00000674,C0798,login,2024-02-13T11:15:39.000Z,Desktop,,167.209.121.53,SES000836
EVT00000675,C0681,lgout,2024-01-03T13:32:09.000Z,,iPhone 14,56.194.150.7,SES003287
EVT00000676,C0324,card_block,2024-06-18T00:37:29.000Z,Desktop,iOS App,239.16.168.116,SES001028
EVT00000677,C0347,login,2024-04-23T20:47:32.000Z,Mobile,iOS App,101.163.176.182,SES000380
EVT00000678,C0965,card_block,2024-06-10T07:13:18.000Z,Desktop,,34.93.101.194,SES006294
EVT00000679,C0748,bill_pay,2024-06-26T11:00:03.000Z,,,39.99.244.90,SES002545
EVT00000680,C0832,login,2024-06-18T22:45:28.000Z,Tablet,Samsung Galaxy S23,70.48.248.251,SES002775
EVT00000681,C0670,LOGN,2024-06-27T02:11:37.000Z,,,64.168.235.57,SES000347
EVT00000682,C0735,beneficiary_add,2024-01-09T10:26:55.000Z,Tablet,Android App,177.136.88.251,SES007767
EVT00000683,C0015,profile_update,2024-04-08T16:51:26.000Z,Tablet,Android App,18.10.90.146,SES006041
EVT00000684,C0728,logout,2024-06-17T01:57:48.000Z,Desktop,Safari,82.2.207.137,SES000096
EVT00000685,C0385,card_block,2024-06-05T06:17:05.000Z,Mobile,Safari,97.136.121.202,SES003254
EVT00000686,C0215,beneficiary_add,2024-02-07T05:23:23.000Z,Desktop,Samsung Galaxy S23,175.142.228.126,SES002833
EVT00000687,C0557,beneficiary_add,2024-03-25T08:56:15.000Z,Mobile,iPhone 14,147.212.51.255,SES003620
EVT00000688,C0517,transfer,2024-01-06T20:37:32.000Z,Tablet,Android App,240.69.21.49,SES003161
EVT00000689,C0597,beneficiary_add,2024-02-27T09:32:09.000Z,Tablet,Android App,254.130.146.96,SES002042
EVT00000690,C0199,logout,2024-05-19T05:29:32.000Z,Desktop,Chrome Browser,108.2.87.43,SES008782
EVT00000691,C0125,transfer,2024-04-15T19:19:06.000Z,Mobile,iOS App,3.3.57.55,SES002746
EVT00000692,C0356,bill_pay,2024-05-03T10:08:54.000Z,,Safari,95.66.1.217,SES003599
EVT00000693,C0197,login,2024-02-02T03:42:09.000Z,,Android App,203.166.31.49,SES003074
EVT00000694,C0280,statement_download,2024-03-19T04:56:03.000Z,Desktop,Android App,43.227.157.5,SES008027
EVT00000695,C0743,login,2024-06-10T16:25:38.000Z,Tablet,iPhone 14,185.59.118.78,SES007613
EVT00000696,C0664,logout,2024-02-24T20:27:15.000Z,Tablet,Chrome Browser,11.222.222.93,SES009622
EVT00000697,C0137,bill_pay,2024-04-24T23:54:50.000Z,Desktop,iOS App,89.149.115.45,SES001576
EVT00000698,C0715,statement_download,2024-03-10T05:37:16.000Z,Mobile,iPhone 14,221.125.241.57,SES009635
EVT00000699,C0334,loan_apply,2024-03-04T23:15:28.000Z,,iPhone 14,164.218.104.81,SES003963
EVT00000700,C0907,balance_check,2024-01-28T15:19:35.000Z,Tablet,Chrome Browser,159.26.85.111,SES001860
EVT00000701,C0340,loan_apply,2024-02-03T16:01:29.000Z,Tablet,Chrome Browser,76.95.104.215,SES001538
EVT00000702,C0980,balance_check,2024-06-07T08:44:10.000Z,Desktop,Safari,17.155.27.166,SES009351
EVT00000703,C0982,logout,2024-04-06T01:22:09.000Z,Mobile,Samsung Galaxy S23,9.23.152.48,SES007422
EVT00000704,C0258,logout,2024-04-01T21:00:28.000Z,,Samsung Galaxy S23,46.23.139.204,SES006997
EVT00000705,C0677,balance_check,2024-01-28T01:49:23.000Z,Desktop,Android App,2.173.100.249,SES002760
EVT00000706,C0663,bill_pay,2024-06-01T21:02:28.000Z,Desktop,Chrome Browser,230.216.252.67,SES003893
EVT00000707,C0670,statement_download,2024-01-20T20:16:56.000Z,Desktop,,37.69.208.94,SES003422
EVT00000708,C0213,"""""",2024-03-09T23:01:35.000Z,,Chrome Browser,110.117.141.83,SES005478
EVT00000709,C0070,statement_download,2024-06-07T07:47:36.000Z,Tablet,Chrome Browser,122.91.221.229,SES006972
EVT00000710,C0217,"""""",2024-01-16T11:02:59.000Z,,iOS App,100.236.225.194,SES004460
EVT00000711,C0415,login,2024-06-02T13:48:23.000Z,Desktop,,86.79.231.117,SES003873
EVT00000712,C0462,balance_check,2024-01-09T08:23:52.000Z,Tablet,Chrome Browser,2.238.115.212,SES005449
EVT00000713,C0566,transfer,2024-05-01T03:35:34.000Z,Tablet,Android App,43.39.170.122,SES005998
EVT00000714,C0421,card_block,2024-03-06T21:14:04.000Z,,Chrome Browser,253.166.175.220,SES004019
EVT00000715,C0797,logout,2024-06-26T15:22:16.000Z,Mobile,Chrome Browser,121.187.26.233,SES003177
EVT00000716,C0657,logout,2024-05-05T08:47:10.000Z,Desktop,,137.19.85.0,SES006621
EVT00000717,C0783,statement_download,2024-02-03T22:14:07.000Z,Tablet,Samsung Galaxy S23,116.214.192.255,SES004558
EVT00000718,C0789,bill_pay,2024-01-06T10:38:28.000Z,Mobile,Safari,225.141.161.38,SES009820
EVT00000719,C0389,profile_update,2024-05-15T01:54:41.000Z,Mobile,iPhone 14,211.57.7.62,SES007338
EVT00000720,C0316,login,2024-06-15T19:05:31.000Z,Tablet,Safari,97.125.231.193,SES000427
EVT00000721,C0347,statement_download,2024-02-17T11:00:59.000Z,Mobile,iPhone 14,253.132.58.152,SES007420
EVT00000722,C0964,beneficiary_add,2024-03-24T19:41:36.000Z,Desktop,,119.232.26.16,SES005474
EVT00000723,C0375,bill_pay,2024-04-25T08:14:44.000Z,Desktop,Android App,30.104.7.44,SES000722
EVT00000724,C0518,logout,2024-06-08T00:54:23.000Z,,Samsung Galaxy S23,127.51.64.188,SES004392
EVT00000725,C0079,card_block,2024-05-15T17:41:22.000Z,Mobile,Samsung Galaxy S23,172.0.238.191,SES009874
EVT00000726,C0139,logout,2024-04-07T11:53:13.000Z,Tablet,iPhone 14,32.125.120.133,SES008827
EVT00000727,C0936,loan_apply,2024-01-20T03:33:13.000Z,Desktop,,180.51.176.116,SES007437
EVT00000728,C0625,balance_check,2024-05-21T23:16:36.000Z,Desktop,iPhone 14,191.252.154.105,SES004703
EVT00000729,C0347,profile_update,2024-06-07T01:40:13.000Z,Mobile,Chrome Browser,7.209.5.61,SES008675
EVT00000730,C0192,unknown,2024-06-27T13:48:53.000Z,,Chrome Browser,19.25.208.59,SES005551
EVT00000731,C0118,statement_download,2024-03-25T03:20:21.000Z,Tablet,iPhone 14,157.157.52.140,SES004100
EVT00000732,C0288,login,2024-05-02T08:51:01.000Z,Tablet,Chrome Browser,150.100.206.229,SES003566
EVT00000733,C0850,card_block,2024-05-17T10:35:02.000Z,Desktop,Android App,62.69.72.250,SES007406
EVT00000734,C0691,logout,2024-04-15T11:33:52.000Z,,Samsung Galaxy S23,112.78.119.149,SES003593
EVT00000735,C0653,LOGN,2024-06-24T20:51:58.000Z,Mobile,Safari,232.158.225.52,SES007173
EVT00000736,C0831,transfer,2024-04-28T18:16:24.000Z,Desktop,iOS App,139.162.110.252,SES006072
EVT00000737,C0840,statement_download,2024-02-17T14:15:11.000Z,Desktop,iPhone 14,229.3.158.243,SES004842
EVT00000738,C0144,card_block,2024-06-06T21:16:57.000Z,,iPhone 14,69.7.247.190,SES006721
EVT00000739,C0451,"""""",2024-01-15T01:29:04.000Z,Mobile,iOS App,94.28.175.157,SES000230
EVT00000740,C0142,"""""",2024-06-20T18:36:03.000Z,Desktop,iPhone 14,130.90.243.78,SES001143
EVT00000741,C0016,bill_pay,2024-06-26T04:31:21.000Z,Mobile,,96.145.100.59,SES000002
EVT00000742,C0253,statement_download,2024-02-08T20:57:02.000Z,Mobile,Safari,30.70.126.227,SES006661
EVT00000743,C0955,card_block,2024-05-28T09:09:33.000Z,Desktop,Chrome Browser,165.151.48.198,SES008320
EVT00000744,C0941,card_block,2024-05-21T11:52:36.000Z,Mobile,Samsung Galaxy S23,185.244.110.141,SES007262
EVT00000745,C0099,beneficiary_add,2024-05-28T06:00:48.000Z,,Chrome Browser,201.156.66.166,SES002973
EVT00000746,C0640,balance_check,2024-06-23T00:10:53.000Z,Tablet,Android App,226.147.140.151,SES000580
EVT00000747,C0363,profile_update,2024-06-25T04:28:47.000Z,Mobile,Safari,221.18.9.209,SES001346
EVT00000748,C0028,login,2024-04-18T16:31:25.000Z,Mobile,iPhone 14,12.49.117.0,SES000434
EVT00000749,C0646,balance_check,2024-02-24T15:44:43.000Z,Tablet,Android App,107.206.148.254,SES004481
EVT00000750,C0290,loan_apply,2024-06-05T04:26:41.000Z,Tablet,iOS App,202.234.240.2,SES006701
EVT00000751,C0946,bill_pay,2024-01-15T08:54:27.000Z,Mobile,Safari,133.180.246.18,SES005297
